32 23 23 23 32,000000 32 32 32 23 3232 32 32 
67 76 76 76 67,000000 76 67 67 76 67 76 76 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
32 32 23 32 23,000000 32 23 32 32 23 23 23 
43 34 34 43 34,000000 43 34 34 43 34 43 34 
32 23 23 23 32,000000 32 32 32 23 3232 32 32 
67 76 76 76 67,000000 76 67 67 76 67 76 76 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
43 34 34 43 34,000000 43 34 34 43 34 43 34 
32 23 23 23 32,000000 32 32 32 23 3232 32 32 
67 76 76 76 67,000000 76 67 67 76 67 76 76 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
21 21 21 21 12,000000 12 21 12 12 21 21 21 
